,Episode,Description,Link
153,"Joseph Gordon-Levitt — Actor, Filmmaker, and Entrepreneur (#312)","Joseph Gordon-Levitt (@hitRECordJoe) is an actor whose career spans three decades, and ranges from television (3rd Rock from the Sun) to arthouse (Mysterious Skin, Brick) to multiplex (Inception, 500 Days of Summer, Looper, Snowden). He made his feature screenwriting and directorial debut with Don Jon (Independent Spirit Award nomination, Best First Screenplay). He also founded and directs HITRECORD, an online community of artists emphasizing collaboration over self-promotion. HITRECORD has evolved into a “community-sourced” production company that publishes books, puts out records, produces videos for brands from LG to the ACLU, and has won an Emmy for its variety show HitRecord on TV.",https://tim.blog/2018/05/03/joseph-gordon-levitt/
154,Nick Thompson — Editor-In-Chief of WIRED (#311),"Nick Thompson (@nxthompson) is the editor-in-chief of WIRED. Under his leadership, Wired has launched a successful paywall, a Snapchat channel, and an AMP Stories edition; it has also been nominated for National Magazine Awards in design and feature writing.",https://tim.blog/2018/04/27/nick-thompson-editor-in-chief-of-wired/
155,Hurry Up and Fail — Tim Kennedy (#310),"Tim Kennedy (@TimKennedyMMA) is a former UFC middleweight contender who simultaneously served in the US Army as a Green Beret sniper and had tours in both Afghanistan and Iraq. He is a three-time winner of the Modern Army Combatives tournament, a grueling three-day event that tests mixed martial arts skills among other things. Tim is now a member of the Special Forces wing of the Texas National Guard.",https://tim.blog/2018/04/22/tim-kennedy/
156,"Astro Teller, CEO of X – How to Think 10x Bigger (#309)","The speaker is Dr. Astro Teller (@astroteller). Astro is currently Captain of Moonshots (CEO) of X, Alphabet’s moonshot factory for building magical, audacious ideas that, through science and technology, can be brought to reality. Astro is also co-founder and a current Director of Cerebellum Capital, a hedge fund management firm whose investments are continuously designed, executed, and improved by a software system based on techniques from statistical machine learning. Astro was also the co-founder and CEO of BodyMedia, Inc., a leading wearable body monitoring company that was sold to Jawbone in 2013.",https://tim.blog/2018/04/18/how-to-think-10x-bigger/
157,Inside Out with Katie Couric (#308),"Katie Couric (IG: @katiecouric) is an award-winning journalist, New York Times bestselling author, and co-founder of the non-profit Stand Up to Cancer, which has raised more than $500 million to fund scientific research teams.",https://tim.blog/2018/04/11/katie-couric/
158,Karlie Kloss – Entrepreneur and Supermodel (#307),Karlie Kloss (IG: @karliekloss) is an entrepreneur and supermodel who was discovered at a local charity fashion show at age 13 and has been modeling professionally ever since.,https://tim.blog/2018/04/04/karlie-kloss/
159,"Discipline, Sex, Psychedelics, and More — The Return of Drunk Dialing (#306)",No description for the person found,https://tim.blog/2018/03/29/discipline-sex-psychedelics-and-more-the-return-of-drunk-dialing/
160,Daniel Pink — How to Make Better Decisions and Be More Creative (#305),"The guest is Daniel H. Pink (@danielpink), the author of six provocative books, including his newest, When: The Scientific Secrets of Perfect Timing. WHEN is a New York Times, Wall Street Journal, USA Today, Washington Post, and Publishers Weekly bestseller. Pink’s other books include the long-running New York Times bestseller A Whole New Mind and the #1 New York Times bestsellers Drive and To Sell is Human. His books have won multiple awards and have been translated into 37 languages. Pink lives in Washington, DC, with his family.",https://tim.blog/2018/03/25/daniel-pink/
161,How to Prioritize Your Life and Make Time for What Matters (#304),"This special episode is shorter than usual and features one of the most popular guests we’ve ever had on the podcast. Debbie Millman (@debbiemillman) was named by Graphic Design USA as “one of the most influential designers working today.” She is also the founder and host of Design Matters, the world’s first and longest-running podcast about design, where she’s interviewed nearly 300 design luminaries and cultural commentators including Massimo Vignelli and Milton Glaser.",https://tim.blog/2018/03/21/how-to-prioritize-your-life-and-make-time-for-what-matters/
162,How to Do Crazy Good Turns — Frank Blake (#303),"Frank Blake (@frankblake) served as chairman and CEO of The Home Depot from January 2007 to May 2014, and then as chairman through January of 2015. He previously served as deputy secretary for the US Department of Energy. Prior to that, he served in a wide variety of executive roles at General Electric.",https://tim.blog/2018/03/15/frank-blake/
163,"Own the Day, Own Your Life – Aubrey Marcus (#302)","Aubrey Marcus (IG: @aubreymarcus) is the founder and CEO of Onnit, a lifestyle brand based on a holistic health philosophy he calls Total Human Optimization. Onnit is an Inc. 500 company and an industry leader with products touching millions of lives, including many top professional athletes around the world.",https://tim.blog/2018/03/12/aubrey-marcus/
164,Joe Gebbia — Co-Founder of Airbnb (#301),"Joe Gebbia (@jgebbia) is a designer, entrepreneur, and global explorer. He is the co-founder and CPO of Airbnb, which has changed the way the world travels and how people connect in more than 190 countries.",https://tim.blog/2018/03/08/joe-gebbia-co-founder-of-airbnb/
165,"Jack Kornfield — Finding Freedom, Love, and Joy in the Present (#300)","Jack Kornfield (@JackKornfield) trained as a Buddhist monk in the monasteries of Thailand, India, and Burma, shortly thereafter becoming one of the key teachers to introduce Buddhist mindfulness practice to the West. He has taught meditation internationally since 1974.",https://tim.blog/2018/03/05/jack-kornfield/
166,"How to Secure Financial Freedom, Maximize Productivity, and Protect Your Health (#299)",No description for the person found,https://tim.blog/2018/02/28/how-to-secure-financial-freedom-maximize-productivity-and-protect-your-health/
167,"Dr. Gabor Maté — New Paradigms, Ayahuasca, and Redefining Addiction (#298)","Dr. Gabor Maté (@DrGaborMate) is a physician who specializes in neurology, psychiatry, and psychology. He’s well known for studying and treating addiction.",https://tim.blog/2018/02/20/gabor-mate/
168,"Bob Metcalfe — The Man (and Lessons) Behind Ethernet, Metcalfe's Law, and More (#297)","Bob Metcalfe (@BobMetcalfe) is an MIT-Harvard-trained engineer-entrepreneur who became an Internet pioneer in 1970, invented Ethernet in 1973, and founded 3Com Corporation in 1979. About 1.2B Ethernet ports were shipped last year — 400M wired and 800M wireless (Wi-Fi).",https://tim.blog/2018/02/14/bob-metcalfe/
169,How to Build Popular Podcasts and Blogs (#296),"Many of you have asked me about strategies for building a popular blog and podcast. I’ve covered some aspects of growing a podcast in a previous post, and then Mari Takahashi (@atomicmari)—a successful ballerina, gamer, and content creator—sent me some very good questions that I haven’t discussed before.",https://tim.blog/2018/02/10/how-to-build-popular-podcasts-and-blogs/
170,The 4-Hour Workweek Revisited (#295),"""Let the silence do the work."" - Cal Fussman  Many of you have asked me about strategies for building a popular blog and podcast. I've covered some aspects of growing a podcast in a previous post, and then Mari Takahashi (@atomicmari)—a successful ballerina, gamer, and content creator—sent me some very…",https://tim.blog/2018/02/02/the-4-hour-workweek-revisited/
171,"Best Investments, Bad Advice to Avoid, and Other Life Lessons (#294)","This episode sets a new record with five guests — each considered among the best in their field. It features Adam Robinson (@IAmAdamRobinson), Debbie Millman (@debbiemillman), Neil Strauss (@neilstrauss), Scott Belsky (@scottbelsky), and Veronica Belmont (@Veronica).",https://tim.blog/2018/01/26/best-investments-bad-advice-to-avoid-and-other-life-lessons/
172,Catherine Hoke — The Master of Second Chances (#293),Catherine Hoke (@catherine_hoke) is the founder of the non-profit Defy Ventures. Defy’s vision is to end mass incarceration by using entrepreneurship as a tool to transform legacies and human potential.,https://tim.blog/2018/01/21/catherine-hoke/
173,Lessons and Warnings From Successful Risk Takers (#292),"This is a special episode of the podcast, which features three guests: author Soman Chainani (@SomanChainani), author Susan Cain (@susancain), and East Rock Capital co-founder and investor Graham Duncan.",https://tim.blog/2018/01/18/lessons-and-warnings-from-successful-risk-takers/
174,How The Best Overcome Fear (#291),"In addition to my own experiences, we’ll hear how Sir Richard Branson (@richardbranson), Maria Sharapova (@mariasharapova), Vince Vaughn, and Caroline Paul (@carowriter) have battled their own fears.",https://tim.blog/2018/01/14/how-the-best-overcome-fear/
175,Gretchen Rubin — Experiments in Happiness and Creativity (#290),"Gretchen Rubin (@gretchenrubin) is the author of several books, including the New York Times bestsellers The Four Tendencies, Better Than Before, The Happiness Project, and Happier at Home. She has an enormous readership, both in print and online, and her books have sold three million copies worldwide, in more than thirty languages.",https://tim.blog/2018/01/10/gretchen-rubin-experiments-in-happiness-and-creativity/
